nconobc :
   8
Array: freqnames
  Q1   O1   P1   K1   N2   M2   S2   K2
Array: zetobu_amp
  2.7770000E+00  6.8699999E+00  2.4570000E+00  8.4709997E+00  2.2333000E+01  1.1099500E+02  4.1674999E+01  1.1812000E+01
  2.7690001E+00  6.8690000E+00  2.4530001E+00  8.4589996E+00  2.2332001E+01  1.1103000E+02  4.1688000E+01  1.1818000E+01
  2.7630000E+00  6.8649998E+00  2.4500000E+00  8.4490004E+00  2.2329000E+01  1.1104700E+02  4.1695000E+01  1.1822000E+01
  2.7570000E+00  6.8590002E+00  2.4470000E+00  8.4399996E+00  2.2323000E+01  1.1104600E+02  4.1695000E+01  1.1823000E+01
  2.7509999E+00  6.8520002E+00  2.4440000E+00  8.4340000E+00  2.2313999E+01  1.1102700E+02  4.1688000E+01  1.1822000E+01
  2.7460001E+00  6.8420000E+00  2.4430001E+00  8.4280005E+00  2.2302999E+01  1.1099100E+02  4.1674999E+01  1.1818000E+01
  2.7409999E+00  6.8299999E+00  2.4410000E+00  8.4219999E+00  2.2290001E+01  1.1094100E+02  4.1657001E+01  1.1813000E+01
  2.7349999E+00  6.8169999E+00  2.4389999E+00  8.4169998E+00  2.2274000E+01  1.1088100E+02  4.1634998E+01  1.1807000E+01
  2.7290001E+00  6.8010001E+00  2.4370000E+00  8.4110003E+00  2.2257000E+01  1.1081400E+02  4.1610001E+01  1.1801000E+01
  2.7170000E+00  6.7890000E+00  2.4310000E+00  8.3940001E+00  2.2243999E+01  1.1080700E+02  4.1608002E+01  1.1802000E+01
  2.7090001E+00  6.7700000E+00  2.4289999E+00  8.3859997E+00  2.2222000E+01  1.1072100E+02  4.1577000E+01  1.1794000E+01
  2.7000000E+00  6.7500000E+00  2.4260001E+00  8.3769999E+00  2.2198000E+01  1.1063500E+02  4.1544998E+01  1.1785000E+01
  2.6849999E+00  6.7280002E+00  2.4189999E+00  8.3579998E+00  2.2174999E+01  1.1058100E+02  4.1526001E+01  1.1782000E+01
  2.6740000E+00  6.7049999E+00  2.4150000E+00  8.3450003E+00  2.2148001E+01  1.1049000E+02  4.1492001E+01  1.1773000E+01
  2.6610000E+00  6.6810002E+00  2.4100001E+00  8.3310003E+00  2.2121000E+01  1.1040100E+02  4.1459999E+01  1.1765000E+01
  2.6480000E+00  6.6560001E+00  2.4050000E+00  8.3160000E+00  2.2094000E+01  1.1031500E+02  4.1429001E+01  1.1758000E+01
  2.6329999E+00  6.6310000E+00  2.4000001E+00  8.2989998E+00  2.2066000E+01  1.1023300E+02  4.1398998E+01  1.1751000E+01
  2.6180000E+00  6.6059999E+00  2.3929999E+00  8.2810001E+00  2.2038000E+01  1.1015400E+02  4.1369999E+01  1.1744000E+01
  2.6029999E+00  6.5819998E+00  2.3870001E+00  8.2620001E+00  2.2010000E+01  1.1007900E+02  4.1342999E+01  1.1738000E+01
  2.5869999E+00  6.5580001E+00  2.3810000E+00  8.2419996E+00  2.1983000E+01  1.1000800E+02  4.1318001E+01  1.1733000E+01
  2.5720000E+00  6.5349998E+00  2.3750000E+00  8.2240000E+00  2.1958000E+01  1.0994400E+02  4.1293999E+01  1.1729000E+01
  2.5590000E+00  6.5139999E+00  2.3690000E+00  8.2060003E+00  2.1934999E+01  1.0988700E+02  4.1273998E+01  1.1725000E+01
  2.5469999E+00  6.4970002E+00  2.3640001E+00  8.1920004E+00  2.1916000E+01  1.0984000E+02  4.1257000E+01  1.1722000E+01
  2.5390000E+00  6.4840002E+00  2.3599999E+00  8.1809998E+00  2.1902000E+01  1.0980400E+02  4.1243999E+01  1.1719000E+01
  2.5339999E+00  6.4759998E+00  2.3580000E+00  8.1750002E+00  2.1893000E+01  1.0978100E+02  4.1236000E+01  1.1717000E+01
  2.4960001E+00  6.5879998E+00  2.4830000E+00  8.5670004E+00  2.1754000E+01  1.0898400E+02  4.1049999E+01  1.1675000E+01
  2.4389999E+00  6.7360001E+00  2.6580000E+00  9.1160002E+00  2.1545000E+01  1.0780800E+02  4.0769001E+01  1.1610000E+01
  2.4360001E+00  6.7649999E+00  2.6930001E+00  9.2270002E+00  2.1510000E+01  1.0757000E+02  4.0708000E+01  1.1593000E+01
  2.4330001E+00  6.8000002E+00  2.7340000E+00  9.3559999E+00  2.1469999E+01  1.0729500E+02  4.0639000E+01  1.1574000E+01
  2.4289999E+00  6.8649998E+00  2.8069999E+00  9.5839996E+00  2.1403000E+01  1.0682500E+02  4.0521000E+01  1.1542000E+01
  2.4240000E+00  6.9089999E+00  2.8620000E+00  9.7539997E+00  2.1348000E+01  1.0645400E+02  4.0425999E+01  1.1516000E+01
  2.4180000E+00  6.9580002E+00  2.9219999E+00  9.9429998E+00  2.1287001E+01  1.0604100E+02  4.0320000E+01  1.1487000E+01
  2.4119999E+00  7.0089998E+00  2.9849999E+00  1.0141000E+01  2.1221001E+01  1.0560400E+02  4.0208000E+01  1.1457000E+01
  2.4070001E+00  7.0479999E+00  3.0330000E+00  1.0291000E+01  2.1171000E+01  1.0526900E+02  4.0120998E+01  1.1433000E+01
  2.4240000E+00  7.1490002E+00  3.1029999E+00  1.0499000E+01  2.1031000E+01  1.0449300E+02  3.9867001E+01  1.1358000E+01
  2.4510000E+00  7.2040000E+00  3.1070001E+00  1.0499000E+01  2.0952000E+01  1.0414100E+02  3.9715000E+01  1.1311000E+01
  2.4749999E+00  7.2560000E+00  3.1110001E+00  1.0499000E+01  2.0875999E+01  1.0380300E+02  3.9569000E+01  1.1266000E+01
  2.4990001E+00  7.3049998E+00  3.1150000E+00  1.0500000E+01  2.0804001E+01  1.0347900E+02  3.9431000E+01  1.1225000E+01
  2.5200000E+00  7.3509998E+00  3.1190000E+00  1.0501000E+01  2.0733999E+01  1.0316800E+02  3.9299000E+01  1.1187000E+01
  2.5409999E+00  7.3940001E+00  3.1229999E+00  1.0504000E+01  2.0667999E+01  1.0286900E+02  3.9172001E+01  1.1152000E+01
  2.5610001E+00  7.4390001E+00  3.1300001E+00  1.0510000E+01  2.0590000E+01  1.0251500E+02  3.9027000E+01  1.1117000E+01
  2.5780001E+00  7.4770002E+00  3.1340001E+00  1.0514000E+01  2.0527000E+01  1.0223100E+02  3.8910000E+01  1.1087000E+01
  2.5929999E+00  7.5120001E+00  3.1389999E+00  1.0518000E+01  2.0465000E+01  1.0195200E+02  3.8796001E+01  1.1060000E+01
  2.6080000E+00  7.5460000E+00  3.1440001E+00  1.0524000E+01  2.0406000E+01  1.0168000E+02  3.8685001E+01  1.1035000E+01
  2.6210001E+00  7.5770001E+00  3.1489999E+00  1.0530000E+01  2.0347000E+01  1.0141300E+02  3.8577000E+01  1.1012000E+01
  2.6329999E+00  7.6020002E+00  3.1510000E+00  1.0529000E+01  2.0313000E+01  1.0126300E+02  3.8512001E+01  1.0990000E+01
  2.6450000E+00  7.6290002E+00  3.1559999E+00  1.0535000E+01  2.0260000E+01  1.0102300E+02  3.8416000E+01  1.0971000E+01
  2.6559999E+00  7.6500001E+00  3.1550000E+00  1.0531000E+01  2.0239000E+01  1.0092900E+02  3.8370998E+01  1.0951000E+01
  2.6670001E+00  7.6680002E+00  3.1540000E+00  1.0525000E+01  2.0225000E+01  1.0087300E+02  3.8339001E+01  1.0931000E+01
  2.6750000E+00  7.6890001E+00  3.1570001E+00  1.0529000E+01  2.0188000E+01  1.0070300E+02  3.8271000E+01  1.0916000E+01
  2.6830001E+00  7.7069998E+00  3.1600001E+00  1.0532000E+01  2.0153999E+01  1.0054900E+02  3.8208000E+01  1.0902000E+01
  2.6900001E+00  7.7240000E+00  3.1630001E+00  1.0535000E+01  2.0124001E+01  1.0041400E+02  3.8153000E+01  1.0890000E+01
  2.6970000E+00  7.7389998E+00  3.1640000E+00  1.0537000E+01  2.0099001E+01  1.0030000E+02  3.8105999E+01  1.0878000E+01
  2.7070000E+00  7.7480001E+00  3.1570001E+00  1.0520000E+01  2.0121000E+01  1.0041600E+02  3.8134998E+01  1.0860000E+01
  2.7170000E+00  7.7579999E+00  3.1489999E+00  1.0500000E+01  2.0148001E+01  1.0055400E+02  3.8169998E+01  1.0839000E+01
  2.7279999E+00  7.7700000E+00  3.1400001E+00  1.0479000E+01  2.0177999E+01  1.0070600E+02  3.8209000E+01  1.0817000E+01
  2.7409999E+00  7.7820001E+00  3.1300001E+00  1.0456000E+01  2.0209999E+01  1.0086800E+02  3.8249001E+01  1.0792000E+01
  2.7550001E+00  7.7969999E+00  3.1190000E+00  1.0431000E+01  2.0243000E+01  1.0103700E+02  3.8291000E+01  1.0765000E+01
  2.7700000E+00  7.8119998E+00  3.1080000E+00  1.0404000E+01  2.0275999E+01  1.0121100E+02  3.8333000E+01  1.0735000E+01
  2.7869999E+00  7.8299999E+00  3.0960000E+00  1.0377000E+01  2.0311001E+01  1.0138900E+02  3.8374001E+01  1.0703000E+01
  2.8039999E+00  7.8499999E+00  3.0840001E+00  1.0347000E+01  2.0346001E+01  1.0157100E+02  3.8416000E+01  1.0669000E+01
  2.8230000E+00  7.8709998E+00  3.0710001E+00  1.0316000E+01  2.0381001E+01  1.0175900E+02  3.8458000E+01  1.0632000E+01
  2.8559999E+00  7.9070001E+00  3.0490000E+00  1.0263000E+01  2.0444000E+01  1.0208500E+02  3.8530998E+01  1.0569000E+01
  2.8789999E+00  7.9340000E+00  3.0339999E+00  1.0227000E+01  2.0481001E+01  1.0228400E+02  3.8571999E+01  1.0524000E+01
  2.9040000E+00  7.9640002E+00  3.0179999E+00  1.0189000E+01  2.0520000E+01  1.0249000E+02  3.8613998E+01  1.0477000E+01
  2.9460001E+00  8.0139999E+00  2.9920001E+00  1.0125000E+01  2.0586000E+01  1.0284500E+02  3.8685001E+01  1.0395000E+01
  2.9760001E+00  8.0500002E+00  2.9740000E+00  1.0081000E+01  2.0629000E+01  1.0307600E+02  3.8729000E+01  1.0337000E+01
  3.0079999E+00  8.0880003E+00  2.9540000E+00  1.0034000E+01  2.0674000E+01  1.0331900E+02  3.8775002E+01  1.0276000E+01
  3.0409999E+00  8.1289997E+00  2.9349999E+00  9.9849997E+00  2.0719999E+01  1.0356900E+02  3.8820999E+01  1.0212000E+01
  2.9500000E+00  8.2150002E+00  2.8910000E+00  9.8730001E+00  2.0565001E+01  1.0265300E+02  3.8562000E+01  1.0212000E+01
  2.8640001E+00  8.2279997E+00  2.8880000E+00  9.8640003E+00  2.0448000E+01  1.0197000E+02  3.8400002E+01  1.0283000E+01
  2.7490001E+00  8.2480001E+00  2.8850000E+00  9.8549995E+00  2.0302999E+01  1.0110600E+02  3.8202999E+01  1.0385000E+01
  2.5980000E+00  8.2889996E+00  2.8859999E+00  9.8579998E+00  2.0163000E+01  1.0021400E+02  3.8034000E+01  1.0541000E+01
  2.4900000E+00  8.3219995E+00  2.8880000E+00  9.8640003E+00  2.0073999E+01  9.9632004E+01  3.7932999E+01  1.0658000E+01
  2.3629999E+00  8.3710003E+00  2.8950000E+00  9.8839998E+00  2.0011999E+01  9.9149002E+01  3.7889000E+01  1.0814000E+01
  2.4549999E+00  8.3179998E+00  2.8829999E+00  9.8490000E+00  1.9992001E+01  9.9186996E+01  3.7806000E+01  1.0671000E+01
  2.5100000E+00  8.2729998E+00  2.8710001E+00  9.8129997E+00  1.9930000E+01  9.8969002E+01  3.7667999E+01  1.0564000E+01
  2.5390000E+00  8.2349997E+00  2.8590000E+00  9.7770004E+00  1.9844000E+01  9.8594002E+01  3.7500000E+01  1.0484000E+01
  2.5530000E+00  8.1999998E+00  2.8469999E+00  9.7410002E+00  1.9740000E+01  9.8120003E+01  3.7311001E+01  1.0418000E+01
  2.5630000E+00  8.1300001E+00  2.8210001E+00  9.6630001E+00  1.9500000E+01  9.6980003E+01  3.6881001E+01  1.0295000E+01
  2.5569999E+00  8.0760002E+00  2.7990000E+00  9.5979996E+00  1.9284000E+01  9.5933998E+01  3.6501999E+01  1.0207000E+01
  2.5480001E+00  8.0369997E+00  2.7839999E+00  9.5509996E+00  1.9122999E+01  9.5150002E+01  3.6222000E+01  1.0148000E+01
  2.5369999E+00  7.9959998E+00  2.7670000E+00  9.5000000E+00  1.8948999E+01  9.4295998E+01  3.5918999E+01  1.0085000E+01
  2.5300000E+00  7.9740000E+00  2.7570000E+00  9.4720001E+00  1.8851000E+01  9.3816002E+01  3.5750000E+01  1.0052000E+01
  2.5230000E+00  7.9510002E+00  2.7479999E+00  9.4429998E+00  1.8752001E+01  9.3328003E+01  3.5578999E+01  1.0018000E+01
  2.5079999E+00  7.9029999E+00  2.7279999E+00  9.3830004E+00  1.8542000E+01  9.2301003E+01  3.5216000E+01  9.9460001E+00
  2.4900000E+00  7.8509998E+00  2.7060001E+00  9.3170004E+00  1.8313000E+01  9.1175003E+01  3.4820000E+01  9.8680000E+00
  2.4710000E+00  7.7940001E+00  2.6819999E+00  9.2449999E+00  1.8061001E+01  8.9936996E+01  3.4384998E+01  9.7840004E+00
  2.4480000E+00  7.7309999E+00  2.6550000E+00  9.1660004E+00  1.7784000E+01  8.8573997E+01  3.3907001E+01  9.6920004E+00
  2.4230001E+00  7.6630001E+00  2.6270001E+00  9.0799999E+00  1.7480000E+01  8.7078003E+01  3.3382000E+01  9.5920000E+00
  2.4170001E+00  7.6050000E+00  2.6029999E+00  9.0010004E+00  1.7146999E+01  8.5436996E+01  3.2773998E+01  9.4600000E+00
  2.5750000E+00  7.6669998E+00  2.6300001E+00  9.0120001E+00  1.6745001E+01  8.3443001E+01  3.1785000E+01  9.1400003E+00
  2.6630001E+00  7.7150002E+00  2.6440001E+00  9.0150003E+00  1.6594000E+01  8.2695000E+01  3.1382000E+01  9.0080004E+00
  2.7500000E+00  7.7709999E+00  2.6550000E+00  9.0170002E+00  1.6499001E+01  8.2220001E+01  3.1091999E+01  8.9099998E+00
  2.7930000E+00  7.8000002E+00  2.6610000E+00  9.0179996E+00  1.6459000E+01  8.2023003E+01  3.0964001E+01  8.8669996E+00
  2.8299999E+00  7.8249998E+00  2.6659999E+00  9.0179996E+00  1.6427999E+01  8.1865997E+01  3.0858999E+01  8.8310003E+00
  2.8910000E+00  7.8730001E+00  2.6740000E+00  9.0179996E+00  1.6406000E+01  8.1757004E+01  3.0747000E+01  8.7910004E+00
  2.8980000E+00  7.8709998E+00  2.6750000E+00  9.0190001E+00  1.6365999E+01  8.1558998E+01  3.0659000E+01  8.7629995E+00
  2.8910000E+00  7.8559999E+00  2.6760001E+00  9.0209999E+00  1.6306999E+01  8.1267998E+01  3.0547001E+01  8.7290001E+00
  2.8820000E+00  7.8309999E+00  2.6770000E+00  9.0240002E+00  1.6211000E+01  8.0792000E+01  3.0364000E+01  8.6739998E+00
  2.8550000E+00  7.7900000E+00  2.6760001E+00  9.0279999E+00  1.6108000E+01  8.0283997E+01  3.0186001E+01  8.6210003E+00
  2.8269999E+00  7.7470002E+00  2.6750000E+00  9.0319996E+00  1.5996000E+01  7.9727997E+01  2.9989000E+01  8.5640001E+00
  2.7920001E+00  7.6869998E+00  2.6750000E+00  9.0380001E+00  1.5823000E+01  7.8872002E+01  2.9679001E+01  8.4720001E+00
  2.7530000E+00  7.6199999E+00  2.6750000E+00  9.0450001E+00  1.5626000E+01  7.7899002E+01  2.9323999E+01  8.3660002E+00
  2.7240000E+00  7.5710001E+00  2.6750000E+00  9.0509996E+00  1.5483000E+01  7.7193001E+01  2.9068001E+01  8.2900000E+00
  2.6710000E+00  7.4730000E+00  2.6760001E+00  9.0609999E+00  1.5176000E+01  7.5670998E+01  2.8504999E+01  8.1219997E+00
  2.6280000E+00  7.3930001E+00  2.6770000E+00  9.0699997E+00  1.4924000E+01  7.4427002E+01  2.8042999E+01  7.9840002E+00
  2.5699999E+00  7.2800002E+00  2.6780000E+00  9.0830002E+00  1.4557000E+01  7.2609001E+01  2.7365000E+01  7.7820001E+00
  2.5100000E+00  7.1599998E+00  2.6810000E+00  9.0970001E+00  1.4160000E+01  7.0642998E+01  2.6629000E+01  7.5609999E+00
  2.4790001E+00  7.0980000E+00  2.6819999E+00  9.1040001E+00  1.3953000E+01  6.9623001E+01  2.6246000E+01  7.4460001E+00
  2.4470000E+00  7.0339999E+00  2.6830001E+00  9.1120005E+00  1.3737000E+01  6.8554001E+01  2.5844000E+01  7.3260002E+00
  2.4310000E+00  7.0019999E+00  2.6830001E+00  9.1160002E+00  1.3629000E+01  6.8019997E+01  2.5643999E+01  7.2659998E+00
  2.3980000E+00  6.9340000E+00  2.6849999E+00  9.1239996E+00  1.3397000E+01  6.6871002E+01  2.5211000E+01  7.1360002E+00
  2.3640001E+00  6.8629999E+00  2.6860001E+00  9.1320000E+00  1.3153000E+01  6.5665001E+01  2.4756001E+01  6.9990001E+00
  2.3480000E+00  6.8290000E+00  2.6870000E+00  9.1359997E+00  1.3038000E+01  6.5095001E+01  2.4542000E+01  6.9349999E+00
  2.3329999E+00  6.7969999E+00  2.6880000E+00  9.1400003E+00  1.2931000E+01  6.4566002E+01  2.4341999E+01  6.8750000E+00
  2.2969999E+00  6.7220001E+00  2.6889999E+00  9.1490002E+00  1.2671000E+01  6.3277000E+01  2.3855000E+01  6.7280002E+00
  2.2360001E+00  6.5920000E+00  2.6930001E+00  9.1650000E+00  1.2219000E+01  6.1042999E+01  2.3010000E+01  6.4740000E+00
  2.1960001E+00  6.5079999E+00  2.6949999E+00  9.1750002E+00  1.1925000E+01  5.9590000E+01  2.2459999E+01  6.3090000E+00
  2.1090000E+00  6.3200002E+00  2.6989999E+00  9.1980000E+00  1.1271000E+01  5.6352001E+01  2.1233000E+01  5.9400001E+00
  2.1229999E+00  6.3850002E+00  2.6580000E+00  8.9150000E+00  1.1249000E+01  5.5992001E+01  2.0938999E+01  5.9169998E+00
  2.1510000E+00  6.4970002E+00  2.6099999E+00  8.5550003E+00  1.1314000E+01  5.5994999E+01  2.0729000E+01  5.9439998E+00
  2.1719999E+00  6.5929999E+00  2.5820000E+00  8.2670002E+00  1.1371000E+01  5.6018002E+01  2.0552000E+01  5.9759998E+00
  2.1830001E+00  6.6510000E+00  2.5739999E+00  8.1120005E+00  1.1406000E+01  5.6049000E+01  2.0448999E+01  6.0019999E+00
  2.1919999E+00  6.7110000E+00  2.5769999E+00  7.9710002E+00  1.1444000E+01  5.6096001E+01  2.0346001E+01  6.0359998E+00
  2.1940000E+00  6.7309999E+00  2.5799999E+00  7.9280000E+00  1.1456000E+01  5.6116001E+01  2.0312000E+01  6.0489998E+00
  2.1930001E+00  6.8290000E+00  2.5960000E+00  7.7849998E+00  1.1441000E+01  5.5918999E+01  2.0086000E+01  6.0669999E+00
  2.1860001E+00  6.8600001E+00  2.5920000E+00  7.7690001E+00  1.1377000E+01  5.5617001E+01  1.9964001E+01  6.0320001E+00
  2.1770000E+00  6.8969998E+00  2.5860000E+00  7.7490001E+00  1.1299000E+01  5.5244999E+01  1.9813000E+01  5.9879999E+00
  2.1680000E+00  6.9320002E+00  2.5810001E+00  7.7300000E+00  1.1223000E+01  5.4887001E+01  1.9667000E+01  5.9450002E+00
  2.1600001E+00  6.9640002E+00  2.5769999E+00  7.7129998E+00  1.1152000E+01  5.4549999E+01  1.9531000E+01  5.9060001E+00
  2.1520000E+00  6.9920001E+00  2.5720000E+00  7.6970000E+00  1.1085000E+01  5.4234001E+01  1.9402000E+01  5.8690000E+00
  2.1440001E+00  7.0170002E+00  2.5680001E+00  7.6830001E+00  1.1023000E+01  5.3938999E+01  1.9282000E+01  5.8340001E+00
  2.1400001E+00  7.0229998E+00  2.5660000E+00  7.6770000E+00  1.0989000E+01  5.3777000E+01  1.9216000E+01  5.8150001E+00
  2.1329999E+00  7.0419998E+00  2.5630000E+00  7.6640000E+00  1.0933000E+01  5.3508999E+01  1.9106001E+01  5.7830000E+00
  2.1259999E+00  7.0580001E+00  2.5590000E+00  7.6529999E+00  1.0879000E+01  5.3254002E+01  1.9002001E+01  5.7519999E+00
  2.1190000E+00  7.0710001E+00  2.5560000E+00  7.6430001E+00  1.0828000E+01  5.3011002E+01  1.8903000E+01  5.7230000E+00
  2.1120000E+00  7.0819998E+00  2.5539999E+00  7.6339998E+00  1.0779000E+01  5.2778999E+01  1.8806999E+01  5.6960001E+00
  2.1059999E+00  7.0890002E+00  2.5510001E+00  7.6259999E+00  1.0732000E+01  5.2556000E+01  1.8716000E+01  5.6690001E+00
  2.0990000E+00  7.0939999E+00  2.5490000E+00  7.6190000E+00  1.0687000E+01  5.2340000E+01  1.8627001E+01  5.6430001E+00
  2.0929999E+00  7.0970001E+00  2.5460000E+00  7.6120000E+00  1.0644000E+01  5.2132000E+01  1.8541000E+01  5.6180000E+00
  2.0869999E+00  7.0970001E+00  2.5439999E+00  7.6059999E+00  1.0601000E+01  5.1929001E+01  1.8457001E+01  5.5939999E+00
  2.0799999E+00  7.0949998E+00  2.5420001E+00  7.6009998E+00  1.0560000E+01  5.1730999E+01  1.8375000E+01  5.5700002E+00
  2.0739999E+00  7.0910001E+00  2.5400000E+00  7.5970001E+00  1.0519000E+01  5.1536999E+01  1.8294001E+01  5.5460000E+00
  2.0669999E+00  7.0850000E+00  2.5390000E+00  7.5929999E+00  1.0479000E+01  5.1346001E+01  1.8215000E+01  5.5229998E+00
  2.0610001E+00  7.0770001E+00  2.5369999E+00  7.5890002E+00  1.0440000E+01  5.1158001E+01  1.8136000E+01  5.5000000E+00
Array: zetobu_pha
  2.7766599E+02  3.2730099E+02  6.6022003E+01  7.2231003E+01  8.6008003E+01  1.0625000E+02  1.3789400E+02  1.3568500E+02
  2.7760199E+02  3.2735501E+02  6.6087997E+01  7.2288002E+01  8.6153999E+01  1.0639700E+02  1.3791100E+02  1.3571100E+02
  2.7756201E+02  3.2738400E+02  6.6121002E+01  7.2318001E+01  8.6230003E+01  1.0648100E+02  1.3792300E+02  1.3572501E+02
  2.7709698E+02  3.2856699E+02  6.7325996E+01  7.2949997E+01  8.6970001E+01  1.0746300E+02  1.3838100E+02  1.3622600E+02
  2.7665302E+02  3.2962500E+02  6.8432999E+01  7.3542000E+01  8.7742996E+01  1.0841200E+02  1.3879300E+02  1.3669701E+02
  2.7634799E+02  3.3106900E+02  6.9707001E+01  7.4023003E+01  8.7513000E+01  1.0877600E+02  1.3949400E+02  1.3731300E+02
  2.7619299E+02  3.3147601E+02  7.0078003E+01  7.4158997E+01  8.7485001E+01  1.0892400E+02  1.3976700E+02  1.3756799E+02
  2.7602600E+02  3.3291599E+02  7.1320999E+01  7.4639000E+01  8.7182999E+01  1.0919500E+02  1.4031500E+02  1.3801700E+02
  2.7584500E+02  3.3293301E+02  7.1370003E+01  7.4643997E+01  8.7274002E+01  1.0931800E+02  1.4051801E+02  1.3823700E+02
  2.7564999E+02  3.3296201E+02  7.1431000E+01  7.4653999E+01  8.7369003E+01  1.0945200E+02  1.4073900E+02  1.3847400E+02
  2.7544000E+02  3.3300201E+02  7.1504997E+01  7.4667000E+01  8.7467003E+01  1.0959600E+02  1.4097900E+02  1.3873100E+02
  2.7526401E+02  3.3313400E+02  7.1650002E+01  7.4710999E+01  8.7524002E+01  1.0972800E+02  1.4120599E+02  1.3896400E+02
  2.7519400E+02  3.3329700E+02  7.1800003E+01  7.4765999E+01  8.7516998E+01  1.0979300E+02  1.4132401E+02  1.3907500E+02
  2.7462701E+02  3.3374100E+02  7.5330002E+01  7.8671997E+01  8.7632004E+01  1.1003700E+02  1.4201900E+02  1.3979300E+02
  2.7410599E+02  3.3410699E+02  7.8661003E+01  8.2398003E+01  8.7746002E+01  1.1024900E+02  1.4264500E+02  1.4044400E+02
  2.7393900E+02  3.3406299E+02  7.8492996E+01  8.2182999E+01  8.7848999E+01  1.1036600E+02  1.4282001E+02  1.4063800E+02
  2.7392801E+02  3.3400500E+02  7.8917999E+01  8.2745003E+01  8.7860001E+01  1.1033800E+02  1.4281100E+02  1.4063600E+02
  2.7408701E+02  3.3389999E+02  8.0245003E+01  8.4492996E+01  8.7776001E+01  1.1013400E+02  1.4259200E+02  1.4041200E+02
  2.7412500E+02  3.3380600E+02  8.1098000E+01  8.5619003E+01  8.7762001E+01  1.1004200E+02  1.4251500E+02  1.4034000E+02
  2.7430899E+02  3.3353299E+02  8.3832001E+01  8.9225998E+01  8.7678001E+01  1.0970900E+02  1.4220599E+02  1.4003900E+02
  2.7426199E+02  3.3347501E+02  8.4142998E+01  8.9639000E+01  8.7710999E+01  1.0971200E+02  1.4223801E+02  1.4008099E+02
  2.7426700E+02  3.3331400E+02  8.5433998E+01  9.1345001E+01  8.7723000E+01  1.0960600E+02  1.4217500E+02  1.4003101E+02
  2.7409698E+02  3.3225900E+02  9.3250000E+01  1.0168200E+02  8.7918999E+01  1.0908100E+02  1.4198399E+02  1.3995100E+02
  2.7410999E+02  3.3219901E+02  9.4880997E+01  1.0379900E+02  8.8317001E+01  1.0932300E+02  1.4238499E+02  1.4037100E+02
  2.7441101E+02  3.3274100E+02  9.4593002E+01  1.0329500E+02  8.9196999E+01  1.1021500E+02  1.4344501E+02  1.4139500E+02
  2.7466199E+02  3.3318799E+02  9.4408997E+01  1.0294000E+02  8.9944000E+01  1.1096400E+02  1.4433400E+02  1.4225600E+02
  2.7479001E+02  3.3341299E+02  9.4348999E+01  1.0280000E+02  9.0334999E+01  1.1135200E+02  1.4479201E+02  1.4270100E+02
  2.7492200E+02  3.3364499E+02  9.4308998E+01  1.0268000E+02  9.0746002E+01  1.1175600E+02  1.4527000E+02  1.4316499E+02
  2.7505099E+02  3.3386899E+02  9.4299004E+01  1.0259800E+02  9.1153999E+01  1.1215400E+02  1.4573801E+02  1.4362100E+02
  2.7517300E+02  3.3407800E+02  9.4322998E+01  1.0256000E+02  9.1549004E+01  1.1253400E+02  1.4618500E+02  1.4405701E+02
  2.7528699E+02  3.3426901E+02  9.4385002E+01  1.0257100E+02  9.1926003E+01  1.1289300E+02  1.4660400E+02  1.4446800E+02
  2.7539099E+02  3.3444101E+02  9.4485001E+01  1.0263300E+02  9.2283997E+01  1.1322800E+02  1.4699500E+02  1.4485201E+02
  2.7548499E+02  3.3459399E+02  9.4625999E+01  1.0274800E+02  9.2624001E+01  1.1354000E+02  1.4735600E+02  1.4521001E+02
  2.7557101E+02  3.3472800E+02  9.4807999E+01  1.0291600E+02  9.2946999E+01  1.1383000E+02  1.4769000E+02  1.4554100E+02
  2.7565900E+02  3.3486401E+02  9.5016998E+01  1.0311500E+02  9.3282997E+01  1.1413000E+02  1.4803500E+02  1.4588499E+02
  2.7572900E+02  3.3496399E+02  9.5303001E+01  1.0341400E+02  9.3584000E+01  1.1438600E+02  1.4832401E+02  1.4617599E+02
  2.7579001E+02  3.3504401E+02  9.5639000E+01  1.0377800E+02  9.3871002E+01  1.1462100E+02  1.4858800E+02  1.4644501E+02
  2.7584299E+02  3.3510599E+02  9.6027000E+01  1.0420900E+02  9.4144997E+01  1.1483700E+02  1.4882700E+02  1.4669099E+02
  2.7590302E+02  3.3517200E+02  9.6521004E+01  1.0476000E+02  9.4470001E+01  1.1508900E+02  1.4910400E+02  1.4697701E+02
  2.7595200E+02  3.3521500E+02  9.7072998E+01  1.0538500E+02  9.4777000E+01  1.1531700E+02  1.4935100E+02  1.4723599E+02
  2.7597800E+02  3.3520901E+02  9.7736000E+01  1.0615500E+02  9.5039001E+01  1.1548600E+02  1.4952400E+02  1.4742700E+02
  2.7599500E+02  3.3518100E+02  9.8491997E+01  1.0703900E+02  9.5300003E+01  1.1564300E+02  1.4967799E+02  1.4760201E+02
  2.7600400E+02  3.3513199E+02  9.9350998E+01  1.0805000E+02  9.5563004E+01  1.1578700E+02  1.4981400E+02  1.4776401E+02
  2.7600400E+02  3.3505899E+02  1.0031200E+02  1.0918500E+02  9.5825996E+01  1.1591900E+02  1.4993201E+02  1.4791100E+02
