   44.355110       45.205509       51.997269       58.720402       63.048191       67.742371       76.010139       76.711357       79.655487       78.785149       79.306282       80.250954       81.726578       82.963783       84.972343       86.703934       87.365173       87.879707       89.127769       96.669342       96.042381       95.704903       95.703484       95.457787       95.875954       95.745880       95.720520       95.533836       95.025368       95.018227       94.376892       94.774696       94.230003       93.508369       93.825737       93.572678       93.537392       94.075813       94.057999       94.436760       95.619133       96.410812       98.703682       99.950043       100.93220       102.87150       103.43620       104.37130       104.94180       106.28450       106.65120       107.48680       108.06560       108.78650       109.89690       110.49500       111.68460       112.48320       113.25170       113.67830       114.57970       114.98680       115.60490       116.74350       117.48320       118.76750       119.48180       120.12770       120.17560       119.26660       119.36430       119.25690       120.59940       122.30370       123.13420       122.05550       122.51510       121.92720       121.58510       120.56030       119.92380       120.62930       120.57340       120.78440       121.24920       121.32810       121.39880       121.52570       121.67730       121.97190       122.14980       122.09120       123.12550       124.36960       125.60860       127.27850       128.76500       131.39180       136.55940       140.17140       142.66650       147.46150       155.97470       159.36690       166.31540       172.24890       176.88530       183.47490    
   40.169868       40.635349       49.508171       53.907520       58.633801       62.376930       76.437782       77.411743       76.550941       77.957581       78.423073       82.160156       83.981506       84.794739       86.147743       86.545433       86.957153       88.030449       88.615379       95.616837       95.349564       95.123367       94.665810       94.875610       95.067360       94.886330       95.105263       94.568123       94.384987       94.259933       93.892700       93.364311       93.280670       92.937141       93.555740       93.133202       92.900978       93.536957       94.117188       94.437767       96.170349       97.695999       99.787117       100.96810       101.84630       103.00890       103.51220       104.69340       105.26750       106.14010       107.04180       107.74370       108.51680       109.37490       110.11890       111.53210       112.25770       113.18390       114.81030       115.29470       115.70420       116.39000       117.02140       118.04910       119.33950       120.24820       121.40850       121.21160       120.69530       120.52160       120.81990       120.97330       122.72220       123.30990       123.09660       122.11300       122.80190       121.41510       120.63270       119.19820       119.59130       118.03020       118.96480       118.79910       118.67260       118.53680       118.97950       118.77330       118.47700       118.45370       118.90040       118.58650       118.83000       119.22810       119.11240       121.07920       122.09500       122.93640       124.81520       129.56270       132.35640       135.63251       139.77589       145.80341       152.00960       159.53770       164.13210       171.63620    
   35.765862       41.818821       46.663231       56.647980       57.348171       70.925888       75.145180       76.982826       78.474411       79.470467       81.270309       82.518044       83.486443       84.875076       85.381371       85.543991       86.618393       87.413612       95.082336       94.705467       94.389526       94.059631       93.798828       94.403107       94.115311       94.470413       94.019119       94.052193       93.534393       93.345596       92.935928       92.460358       92.449127       92.308548       92.217300       93.000870       92.768387       93.131699       94.016197       96.201820       97.472054       98.871880       100.68350       100.54350       101.72290       102.24610       103.67380       104.63900       105.77110       106.28370       106.80570       107.94050       108.72480       109.49960       110.62690       112.41480       113.29050       114.41910       115.40710       116.36850       116.50510       117.34260       118.07120       119.75830       120.17690       121.29960       121.79740       121.75730       121.42000       120.94920       121.22060       122.32960       123.12780       123.13780       123.03330       123.32040       122.65820       120.79730       119.48370       117.99830       117.34860       116.67240       116.76600       116.45410       116.13430       116.26910       116.10970       115.85960       115.67990       115.34730       115.33320       115.23260       115.16830       115.00550       114.54360       114.88720       116.06650       116.58960       117.93660       119.71980       121.96730       126.49240       130.07440       133.41740       137.26981       141.32710       150.74960       156.68080    
   42.797310       46.844280       53.962021       67.750481       68.050728       72.586739       76.655891       77.904953       79.119164       79.879128       79.898521       82.253082       82.784470       83.880112       83.772621       85.224968       85.608612       86.674957       94.004753       93.675819       93.235023       92.804207       93.047737       93.431427       92.298340       92.342377       92.263657       91.839767       91.414063       91.287361       91.281052       90.273827       90.568817       90.816063       92.057716       91.908241       92.238068       93.091393       96.048027       97.311768       97.829468       99.276779       100.21240       100.98030       101.53060       102.63120       102.90220       104.18720       105.49040       106.09820       106.28750       107.05310       108.56470       109.45400       111.23480       112.99440       113.96400       114.69610       115.59010       116.14650       116.95850       118.22590       119.09380       120.09260       120.87480       121.72820       121.68170       121.38600       121.00100       121.03810       121.80220       122.34310       122.50300       123.47820       123.30180       123.69230       121.86540       120.05310       118.29370       116.61660       115.73180       115.01320       115.14860       114.67210       113.97360       113.67170       113.42260       113.13770       112.68070       112.67320       112.12060       111.64360       111.40910       111.17600       110.73640       110.39700       110.55460       110.79650       111.74360       112.89210       114.40800       116.26160       120.74730       124.20350       127.42870       131.25999       135.21820       143.05450    
   44.771358       50.985149       65.714233       69.316322       71.065590       73.972572       76.303581       77.675148       77.415161       78.466637       81.895798       81.596870       81.835243       82.437691       83.001350       83.694969       84.580582       92.939377       92.682709       92.150070       91.344917       91.547920       90.424583       90.413940       90.176323       90.352402       90.060478       89.861572       89.178673       89.497490       88.456909       88.425163       89.262466       89.650002       89.763611       90.786362       91.039787       95.013321       96.848892       97.113602       98.147423       99.464737       100.22600       100.35860       101.32070       102.06550       102.43570       103.40860       104.89230       105.06200       105.87550       106.84220       107.97340       109.90890       111.22230       112.81670       113.57720       114.46640       115.22930       115.73370       116.87300       118.17770       119.08350       119.48140       120.44620       120.96760       120.63160       120.43100       120.14950       120.69240       121.12660       121.17190       122.21940       123.04680       123.50010       122.42090       120.48940       118.25600       116.52320       115.86880       113.91250       113.82340       113.45720       112.87000       112.04590       111.55100       111.00530       110.55390       110.01040       109.56540       109.17550       108.41870       108.01880       107.36090       106.91000       106.53690       106.01480       106.02090       106.15850       106.79700       107.75880       108.14100       109.74710       115.03050       119.41050       121.44570       125.14630       129.00349    
   47.385799       68.324341       69.677071       69.522247       72.085091       72.019043       74.739250       76.187759       76.883583       79.811508       79.338448       80.804848       80.365318       81.492340       81.999008       82.037590       83.383942       90.626938       90.022430       88.999138       88.635643       88.715874       88.382759       88.442223       88.173912       88.080544       87.947777       87.280533       87.216522       86.872993       87.747322       86.640793       87.519257       87.451233       88.094688       90.101540       92.874870       94.529739       94.918221       96.298027       97.831093       98.752533       99.456947       99.898376       100.61590       101.95970       101.96700       102.50470       103.40970       104.41180       104.93210       105.97860       107.75230       108.90000       110.97140       111.71020       112.34210       112.94880       114.16340       115.21420       115.97600       117.34210       117.76310       118.24030       118.99120       119.69140       119.33720       119.39490       119.29770       119.36230       120.35650       120.48780       121.79630       122.12780       121.97500       120.93710       118.16900       116.82660       114.91580       114.57060       112.91010       112.29450       111.63350       111.16030       110.04910       109.46870       108.82350       108.19920       107.48170       106.77800       106.10350       105.29270       104.66650       103.85310       103.09800       102.68810       102.02180       101.57540       101.35500       101.31020       101.80920       102.32960       102.90440       105.05770       109.08530       113.40970       116.52910       120.07710    
   63.136799       66.808907       67.161812       68.813637       69.328308       70.926483       72.545097       77.096558       78.164192       78.537773       78.403778       78.985161       79.291962       79.835167       80.730263       79.988113       87.647926       87.058212       86.830750       86.542473       86.385361       86.173500       86.102043       86.236816       86.151337       85.900520       85.721748       85.426170       85.022171       85.736656       85.032707       85.118874       84.847733       85.885071       87.429024       90.851639       92.200668       92.255173       94.984467       95.571663       95.762581       96.768768       98.940880       98.910896       100.30590       100.61090       100.94620       101.33260       102.15340       102.65620       103.63150       105.15060       106.79190       108.31020       108.81710       109.90790       110.34600       111.45250       112.82940       113.91690       114.67510       115.72000       116.49890       116.76240       117.63910       117.50870       117.29460       117.30040       117.81820       117.66680       118.20360       119.38750       120.17710       120.14250       119.77270       118.34000       116.61690       114.53890       113.41660       113.31100       111.68850       111.16500       110.07600       109.19100       108.33640       107.41070       106.71790       105.81950       105.06520       104.25360       103.40730       102.37100       101.47130       100.43110       99.560204       98.795273       98.032387       97.514214       96.973328       96.540199       96.457787       96.490936       97.144508       98.044907       99.399986       103.20640       107.14160       110.40500    
   65.584297       67.434624       68.713226       69.542084       69.578552       70.607246       74.013573       75.610649       77.036682       76.805542       76.367264       78.024712       76.904991       76.926666       77.906616       85.144951       84.713669       85.020042       85.017197       84.892723       84.775818       84.829437       84.641380       84.442146       84.105766       83.880882       83.269257       83.164146       83.581970       83.118439       82.501823       82.662117       84.459358       85.565483       86.931259       90.005989       91.072563       92.353462       92.240837       93.685623       95.163834       95.753883       96.437660       98.401863       98.719017       99.345947       99.186096       100.16390       100.62220       101.27930       102.13290       103.54180       104.95410       106.04170       107.10840       107.88870       108.70080       109.64040       110.92230       111.98500       113.05990       114.02700       114.15200       114.87270       115.16110       115.20490       115.40400       115.61650       115.41240       115.90780       116.65770       117.85330       117.69000       118.07220       116.83780       115.83400       114.27350       113.26740       111.83320       111.13330       110.38300       109.46230       108.45670       107.52630       106.23390       105.49030       104.58640       103.55330       102.61210       101.71940       100.85630       99.605667       98.564636       97.143257       96.125687       95.064087       94.211922       93.556763       92.947708       92.146263       91.833328       91.284607       91.537880       91.853203       92.505493       94.699219       99.327187       100.96110    
   65.960159       68.116180       69.082764       68.511810       71.126671       72.033287       73.722313       75.200203       75.113800       74.936821       74.910301       74.692047       88.975487       87.065514       85.304321       83.774239       82.503609       85.281303       83.788147       82.794678       81.728828       81.619568       81.748062       79.825729       78.198730       76.890244       75.632362       74.461403       73.375198       72.377609       71.362778       70.332497       75.079773       75.318916       74.531242       72.713257       73.013039       73.579208       74.333542       74.970734       76.299294       78.786148       79.762459       80.943161       82.357620       84.067497       85.821373       87.700722       89.676086       92.100861       94.365479       96.094048       97.678543       99.396973       101.18830       102.06800       103.43790       104.83790       105.93540       106.51770       107.81250       108.89630       109.88800       110.76310       111.61510       112.29000       112.91980       113.43940       113.76010       113.99130       114.02560       113.99780       113.54060       112.96860       112.47330       111.89670       112.05770       112.27500       110.87240       108.92410       106.72750       104.35550       101.77700       98.977654       96.503670       94.564171       92.795982       91.665123       91.339249       91.560677       92.623581       96.205841       98.026131       95.733253       93.246147       90.138077       86.620331       86.573921       86.763451       86.878601       87.809219       88.386337       88.982841       91.607162       86.491943       87.426857       90.197617       93.180321    
   66.474327       68.389183       71.364380       70.386902       71.558693       72.548553       72.162537       72.077148       73.765457       73.442741       73.632294       73.342667       87.727509       85.873177       84.253807       86.184990       85.060783       84.097076       83.190163       82.147202       81.781372       81.015083       79.912918       78.228012       76.863922       75.703613       74.552078       73.549080       72.587318       71.654007       70.833382       70.386078       72.184517       72.048737       71.533997       71.972427       72.610657       73.210121       73.952888       74.652893       75.517967       77.934357       78.943748       80.132950       81.573334       83.653214       85.428139       87.242592       89.072418       91.285271       93.665947       95.548683       97.372437       99.143959       100.93060       102.41420       103.21200       104.47010       105.71810       106.92980       107.38880       108.46120       109.38420       110.17010       110.89340       111.59200       112.25050       112.60600       112.85810       113.19980       113.17900       113.13290       112.78490       112.25460       111.36050       110.75960       111.10190       110.16870       108.83170       106.88770       104.43870       102.12010       99.436760       96.677811       94.122719       91.984802       90.332687       89.035782       88.293518       88.260277       89.382072       91.223740       91.865387       88.918892       84.734230       81.227837       80.313812       79.946663       79.437080       78.918404       78.391876       79.960991       80.234337       80.987671       81.271011       81.217628       82.134529       84.689522    
